feature                   log-likelihood  sense        
Okla                      3.62402         phone          
terminal                  3.62402         phone          
user                      3.62402         phone          
process                   3.62402         phone          
unjustified               3.62402         phone          
dial-up                   3.62402         phone          
dedicated                 3.62402         phone          
division                  3.62402         product        
planning                  3.62402         product        
McDonnell                 3.62402         phone          
Douglas                   3.62402         phone          
Tymnet                    3.62402         phone          
switched                  3.62402         phone          
dead                      3.62402         phone          
Most                      3.62402         phone          
tied                      3.62402         phone          
correspondents            3.62402         phone          
Somebody                  3.62402         phone          
fighting                  3.62402         phone          
impression                3.62402         phone          
elevator                  3.62402         phone          
work                      3.62402         phone          
Dutch                     3.62402         phone          
slightly                  3.62402         phone          
larger                    3.62402         phone          
Jersey                    3.62402         phone          
serves                    3.62402         phone          
densely                   3.62402         phone          
populated                 3.62402         phone          
intensely                 3.62402         phone          
competitive;              3.62402         phone          
according                 3.62402         phone          
Spirit                    3.62402         phone          
controlled                3.62402         phone          
role                      3.62402         phone          
monitors                  3.62402         phone          
play                      3.62402         phone          
gender                    3.62402         phone          
combinations              3.62402         phone          
paid                      3.62402         phone          
toll-free                 3.62402         phone          
complaint                 3.62402         phone          
rewritten                 3.62402         phone          
bulletins                 3.62402         phone          
fifth-grade-level         3.62402         phone          
readers                   3.62402         phone          
companywide               3.62402         product        
two-thirds                3.62402         phone          
secure                    3.62402         phone          
rang                      3.62402         phone          
Arkansas                  3.62402         phone          
Missouri                  3.62402         phone          
pressures                 3.62402         phone          
farm                      3.62402         phone          
belt                      3.62402         phone          
worst                     3.62402         phone          
operators                 3.62402         phone          
disturb                   3.62402         phone          
President                 3.62402         phone          
Reagan                    3.62402         phone          
(Mr                       3.62402         phone          
spoke                     3.62402         phone          
unsecured                 3.62402         phone          
aboard                    3.62402         phone          
technical                 3.62402         phone          
"When                     3.62402         phone          
comes                     3.62402         phone          
imposed                   3.62402         phone          
low-income                3.62402         phone          
residents                 3.62402         phone          
required                  3.62402         phone          
subscriber                3.62402         phone          
An                        3.62402         phone          
tougher                   3.62402         phone          
Telesis                   3.62402         phone          
tells                     3.62402         phone          
viewers                   3.62402         phone          
nine-state                3.62402         phone          
boosting                  3.62402         phone          
year-old                  3.62402         product        
night                     3.62402         phone          
went                      3.62402         phone          
Finally                   3.62402         phone          
cautious                  3.62402         phone          
syrupy                    3.62402         phone          
?                         3.62402         phone          
asked                     3.62402         phone          
Local                     3.62402         phone          
year-ago                  3.62402         phone          
Olivetti                  3.62402         product        
faction                   3.62402         phone          
within                    3.62402         phone          
LDP                       3.62402         phone          
His                       3.62402         phone          
goal                      3.62402         phone          
exert                     3.62402         phone          
repeat                    3.62402         phone          
session                   3.62402         phone          
prime                     3.62402         phone          
minister                  3.62402         phone          
wasn                      3.62402         product        
suddenly                  3.62402         phone          
producer                  3.62402         phone          
barked                    3.62402         phone          
warning                   3.62402         phone          
leaders                   3.62402         phone          
countries                 3.62402         phone          
claim                     3.62402         phone          
plaintiff                 3.62402         phone          
alleges                   3.62402         phone          
Kemper                    3.62402         phone          
mismanaged                3.62402         phone          
pension                   3.62402         phone          
funds                     3.62402         phone          
honor                     3.62402         phone          
redemption                3.62402         phone          
timely                    3.62402         phone          
elsewhere                 3.62402         phone          
Ebaugh                    3.62402         phone          
creator                   3.62402         phone          
"Earthbeat                3.62402         phone          
s"                        3.62402         phone          
activism                  3.62402         phone          
reflected                 3.62402         phone          
opinions                  3.62402         phone          
Clendenin                 3.62402         phone          
BellSouth                 3.62402         phone          
"reflect                  3.62402         phone          
non-regulated             3.62402         phone          
subsidiaries              3.62402         phone          
providing                 3.62402         phone          
details                   3.62402         phone          
unregulated               3.62402         phone          
Currently                 3.62402         phone          
million-a-year            3.62402         phone          
Joel                      3.62402         phone          
Gross                     3.62402         phone          
Donaldson                 3.62402         phone          
Lufkin                    3.62402         phone          
Jenrette                  3.62402         phone          
minute                    3.62402         phone          
dominated                 3.62402         phone          
celebrity                 3.62402         phone          
horoscopes                3.62402         phone          
romance                   3.62402         phone          
Mt                        3.62402         phone          
Pulaski                   3.62402         phone          
longer                    3.62402         phone          
electric                  3.62402         phone          
Western-Central           3.62402         phone          
Midwestern                3.62402         phone          
Illinois                  3.62402         phone          
Wisconsin                 3.62402         phone          
Indiana                   3.62402         phone          
breath                    3.62402         phone          
Tibbs                     3.62402         phone          
Maggie                    3.62402         phone          
McGuire                   3.62402         phone          
tearfully                 3.62402         phone          
heard                     3.62402         phone          
Johnny                    3.62402         phone          
FCB/Leber                 3.62402         product        
Foote                     3.62402         product        
Cone                      3.62402         product        
Belding                   3.62402         product        
LICENSING:                3.62402         product        
Colonia                   3.62402         product        
licensing                 3.62402         product        
Knoll                     3.62402         product        
Holdings                  3.62402         product        
Club                      3.62402         product        
men                       3.62402         product        
restaurant                3.62402         product        
marks                     3.62402         product        
licensed                  3.62402         product        
Recently                  3.62402         phone          
joining                   3.62402         phone          
Austria                   3.62402         phone          
Girozentrale              3.62402         phone          
Vienna                    3.62402         phone          
Belgium                   3.62402         phone          
Banque                    3.62402         phone          
Bruxelles                 3.62402         phone          
W                         3.62402         phone          
Magee                     3.62402         phone          
managing                  3.62402         phone          
Tullett                   3.62402         phone          
Tokyo                     3.62402         phone          
Forex                     3.62402         phone          
currency                  3.62402         phone          
challenge                 3.62402         phone          
stimulated                3.62402         phone          
pushing                   3.62402         phone          
whatever                  3.62402         phone          
"They                     3.62402         phone          
flatly                    3.62402         phone          
decades                   3.62402         phone          
scrimping                 3.62402         phone          
British                   3.62402         phone          
stuck                     3.62402         phone          
tired                     3.62402         phone          
antique                   3.62402         phone          
expensive                 3.62402         phone          
maintain                  3.62402         phone          
prone                     3.62402         phone          
crossed                   3.62402         phone          
Commodore                 3.62402         product        
Chester                   3.62402         product        
emphasis                  3.62402         product        
schools                   3.62402         product        
slice                     3.62402         product        
pie                       3.62402         product        
Indeed                    3.62402         product        
mainstay                  3.62402         product        
classrooms                3.62402         product        
estimate                  3.62402         product        
Microsystems              3.62402         product        
shop                      3.62402         phone          
"One                      3.62402         product        
driving                   3.62402         product        
(stock)                   3.62402         product        
(of                       3.62402         product        
computers)                3.62402         product        
Geran                     3.62402         product        
discontinuation           3.62402         product        
"forced                   3.62402         product        
sample                    3.62402         product        
lawyers                   3.62402         phone          
Another                   3.62402         phone          
job                       3.62402         phone          
steering                  3.62402         phone          
out-and-out               3.62402         phone          
porn                      3.62402         phone          
wall                      3.62402         phone          
poster                    3.62402         phone          
lists                     3.62402         phone          
adds:                     3.62402         phone          
Europa                    3.62402         product        
Eyewear                   3.62402         product        
-karat                    3.62402         product        
happened                  3.62402         phone          
yield?                    3.62402         phone          
interactive               3.62402         product        
"Captain                  3.62402         product        
Power"                    3.62402         product        
figures                   3.62402         product        
Mattel                    3.62402         product        
infrared                  3.62402         product        
gunfire                   3.62402         product        
villains                  3.62402         product        
cartoon                   3.62402         product        
reference                 3.62402         phone          
books                     3.62402         phone          
Who                       3.62402         phone          
guides                    3.62402         phone          
health-care               3.62402         phone          
professionals             3.62402         phone          
Ogilvy                    3.62402         product        
relations                 3.62402         product        
margin                    3.62402         product        
closely                   3.62402         product        
Berkshire                 3.62402         product        
Allegheny                 3.62402         product        
specialized               3.62402         product        
beds                      3.62402         product        
daybeds                   3.62402         product        
metal                     3.62402         product        
supplies                  3.62402         product        
semi-finished             3.62402         product        
furnishings               3.62402         product        
WOW                       3.62402         product        
unveil                    3.62402         product        
Fair                      3.62402         product        
broaden                   3.62402         product        
lower-priced              3.62402         product        
Japanese                  3.62402         product        
threat                    3.62402         product        
Europeans                 3.62402         product        
worse                     3.62402         product        
November                  3.62402         product        
Nissan                    3.62402         product        
unveiling                 3.62402         product        
Infiniti                  3.62402         product        
entering                  3.62402         product        
boosted                   3.62402         phone          
announcing                3.62402         phone          
attach                    3.62402         phone          
token-ring                3.62402         phone          
communicate               3.62402         phone          
central                   3.62402         phone          
update                    3.62402         phone          
days                      3.62402         phone          
facsimile                 3.62402         phone          
reproduce                 3.62402         phone          
document                  3.62402         phone          
ubiquitous                3.62402         phone          
categories                3.62402         product        
range                     3.62402         product        
bargain-basement          3.62402         product        
thrust                    3.62402         product        
evident                   3.62402         product        
hired                     3.62402         product        
"Charlie                  3.62402         product        
Angels"                   3.62402         product        
endorse                   3.62402         product        
wear                      3.62402         product        
"polyester                3.62402         product        
palace"                   3.62402         product        
image                     3.62402         product        
reaped                    3.62402         product        
reducing                  3.62402         product        
Among                     3.62402         product        
risks                     3.62402         product        
confusing                 3.62402         product        
minicomputer              3.62402         product        
September                 3.62402         product        
seems                     3.62402         product        
correct                   3.62402         product        
Salomon                   3.62402         phone          
Ramada                    3.62402         product        
budget                    3.62402         product        
motels                    3.62402         product        
midpriced                 3.62402         product        
lodgings                  3.62402         product        
Parkmount                 3.62402         product        
Hospitality               3.62402         product        
Rodeway                   3.62402         product        
Inns                      3.62402         product        
London-based              3.62402         product        
Ladbroke                  3.62402         product        
Advertising               3.62402         product        
Walter                    3.62402         product        
Thompson                  3.62402         product        
endured                   3.62402         product        
PepsiCo                   3.62402         product        
Slice                     3.62402         product        
soft                      3.62402         product        
drink                     3.62402         product        
Revenues                  3.62402         phone          
local-exchange            3.62402         phone          
usage                     3.62402         phone          
done                      3.62402         product        
slight                    3.62402         product        
alterations               3.62402         product        
statements                3.62402         product        
denied                    3.62402         product        
faster                    3.62402         product        
clearer                   3.62402         product        
graphics                  3.62402         product        
Herbert                   3.62402         product        
grow                      3.62402         product        
internally                3.62402         product        
"be                       3.62402         product        
aggressively              3.62402         product        
acquisitions              3.62402         product        
dramatically              3.62402         product        
apologetic                3.62402         phone          
bed                       3.62402         phone          
did                       3.62402         phone          
silence                   3.62402         phone          
wistful                   3.62402         phone          
sigh                      3.62402         phone          
replied                   3.62402         phone          
wish                      3.62402         phone          
IDA                       3.62402         phone          
approved                  3.62402         phone          
India                     3.62402         phone          
urban                     3.62402         phone          
projects                  3.62402         phone          
Uttar                     3.62402         phone          
Pradesh                   3.62402         phone          
Morocco                   3.62402         phone          
loan                      3.62402         phone          
supply                    3.62402         phone          
switching                 3.62402         phone          
driver-side               3.62402         product        
bags                      3.62402         product        
Wooden                    3.62402         product        
trains                    3.62402         product        
wooden                    3.62402         product        
construction              3.62402         product        
lifted                    3.62402         phone          
arrive                    3.62402         product        
Italian                   3.62402         product        
lire                      3.62402         product        
($                        3.62402         product        
INTERNATIONAL             3.62402         product        
BUSINESS                  3.62402         product        
MACHINES                  3.62402         product        
CORP                      3.62402         product        
main                      3.62402         product        
overnight                 3.62402         product        
ratings                   3.62402         product        
institute                 3.62402         product        
markdowns                 3.62402         product        
Retailers                 3.62402         product        
worried                   3.62402         product        
high-roller               3.62402         product        
Pumpkin                   3.62402         product        
Productions               3.62402         product        
Lanterns                  3.62402         product        
grotesque                 3.62402         product        
polyurethane              3.62402         product        
pumpkin                   3.62402         product        
faces                     3.62402         product        
Sources                   3.62402         product        
Bain                      3.62402         product        
Soleil                    3.62402         product        
Cincinnati-based          3.62402         product        
Richardson-Vicks          3.62402         product        
Softsoap                  3.62402         product        
liquid                    3.62402         product        
soap                      3.62402         product        
Village                   3.62402         product        
Bath                      3.62402         product        
shampoos                  3.62402         product        
Sesame                    3.62402         product        
bubble                    3.62402         product        
shampoo                   3.62402         product        
EgyptAir                  3.62402         product        
carrier                   3.62402         product        
Egypt                     3.62402         product        
bought                    3.53945         product        
Kraft                     3.53945         product        
regain                    3.53945         product        
fragrance                 3.53945         product        
skin-care                 3.53945         product        
Jacqueline                3.53945         product        
Cochran                   3.53945         product        
Atlas                     3.53945         product        
properties                3.53945         product        
should                    3.53945         product        
Kurt                      3.53945         phone          
Sanger                    3.53945         phone          
ABC                       3.53945         phone          
Sports                    3.53945         phone          
showing                   3.53945         product        
microprocessor            3.53945         product        
US                        3.53945         phone          
Sprint                    3.53945         phone          
Hoglund                   3.53945         product        
exception                 3.53945         product        
X-ray                     3.53945         product        
mammography               3.53945         product        
diagnosis                 3.53945         product        
breast                    3.53945         product        
cancer                    3.53945         product        
"Thomson                  3.53945         product        
complete                  3.53945         product        
Robert                    3.53945         product        
meant                     3.53945         product        
things                    3.53945         product        
buyers                    3.53945         product        
upscale                   3.53945         product        
cars                      3.53945         product        
feel                      3.53945         product        
mistake                   3.53945         product        
way                       3.53945         product        
integrated                3.53945         product        
cherubic                  3.53945         product        
diagnostics               3.53945         product        
showed                    3.53945         product        
animal-health             3.53945         product        
persuade                  3.53945         product        
traditional               3.53945         product        
create                    3.53945         product        
oversize                  3.53945         product        
clothes                   3.53945         product        
stocked                   3.53945         product        
department                3.53945         product        
specialty                 3.53945         product        
outlets                   3.53945         product        
Toyota                    3.53945         product        
Motor                     3.53945         product        
aggressive                3.53945         product        
bid                       3.53945         product        
sound                     3.53945         phone          
asleep                    3.53945         phone          
certainly                 3.53945         phone          
instead                   3.53945         product        
looking                   3.53945         product        
low-priced                3.53945         product        
heavily                   3.53945         product        
advertised                3.53945         product        
top                       3.53945         product        
highly                    3.53945         product        
Roy                       3.53945         product        
businesses"               3.53945         product        
Brands                    3.53945         product        
Linkup                    3.53945         phone          
purchase                  3.53945         product        
completed                 3.53945         product        
Revlon                    3.53945         product        
negotiating               3.53945         product        
license                   3.53945         product        
Claude                    3.53945         product        
Montana                   3.53945         product        
Monteil                   3.53945         product        
Keller                    3.53945         product        
hurt                      3.53945         product        
returns                   3.53945         product        
mid-sized                 3.53945         product        
Post                      3.53945         product        
brand                     3.53945         product        
nation                    3.53945         product        
maker                     3.53945         product        
Shredded                  3.53945         product        
Wheat                     3.53945         product        
Cream                     3.53945         product        
Chex                      3.53945         product        
cereals                   3.53945         product        
"extended"                3.53945         product        
version                   3.53945         product        
mainframes                3.53945         product        
extract                   3.53945         product        
promised                  3.53945         product        
feature                   3.53945         product        
lock                      3.53945         product        
sophisticated             3.53945         product        
bases                     3.53945         product        
fueling                   3.53945         product        
telemarketing             3.53945         product        
Conference                3.53945         product        
Board                     3.53945         product        
Earl                      3.53945         product        
Navy                      3.53945         product        
recognized                3.53945         product        
successor                 3.53945         product        
submarine-seeking         3.53945         product        
torpedo                   3.53945         product        
increasing                3.53945         product        
behind                    3.53945         product        
"Pricing                  3.53945         product        
really                    3.53945         product        
heating                   3.53945         product        
Jim                       3.53945         product        
Poyner                    3.53945         product        
Rauscher                  3.53945         product        
Pierce                    3.53945         product        
Refsnes                   3.53945         product        
report                    3.53945         product        
cutting                   3.53945         product        
Official                  3.53945         product        
lastest                   3.53945         product        
changed                   3.53945         product        
believes                  3.53945         product        
There                     3.53945         phone          
goddamned                 3.53945         phone          
placenta                  3.53945         phone          
!                         3.53945         phone          
Have                      3.53945         phone          
remaining                 3.53945         product        
assets                    3.53945         product        
Allied                    3.53945         product        
Ann                       3.53945         product        
Brooks                    3.53945         product        
PCs                       3.53945         product        
"Dutch                    3.53945         product        
auction                   3.53945         product        
outstanding               3.53945         product        
provision                 3.53945         product        
parent                    3.53945         product        
restructuring             3.53945         product        
tire                      3.53945         product        
comparisons               3.53945         product        
delay                     3.53945         product        
high-end                  3.53945         product        
disk                      3.53945         product        
drives                    3.53945         product        
glitches                  3.53945         product        
linked                    3.53945         product        
loss                      3.53945         product        
skilled                   3.53945         product        
early-retirement          3.53945         product        
Keep                      3.53945         phone          
Contributed               3.53945         phone          
Mary-Jo                   3.53945         phone          
Jansson                   3.53945         phone          
Van                       3.53945         phone          
Montgomery                3.53945         product        
technique                 3.44793         phone          
thanking                  3.44793         phone          
callers                   3.44793         phone          
voting                    3.44793         phone          
Frank                     3.44793         phone          
Gifford                   3.44793         phone          
offers                    3.44793         phone          
football                  3.44793         phone          
videotape                 3.44793         phone          
money-maker               3.44793         phone          
gossip                    3.44793         phone          
advice                    3.44793         phone          
Traders                   3.44793         phone          
interest                  3.44793         phone          
Cantel                    3.44793         phone          
Canadian                  3.44793         phone          
cellular                  3.44793         phone          
residential               3.44793         phone          
Cellular-mobile           3.44793         phone          
grew                      3.44793         phone          
Drew                      3.44793         product        
Peck                      3.44793         product        
nationwide                3.44793         phone          
handle                    3.44793         phone          
Beatrice                  3.44793         product        
food                      3.44793         product        
Paul                      3.44793         phone          
room                      3.44793         phone          
hopes                     3.44793         phone          
"largest                  3.44793         phone          
telephone-                3.44793         phone          
Northern                  3.44793         phone          
Telecom                   3.44793         phone          
quake                     3.44793         phone          
turned                    3.44793         phone          
away                      3.44793         phone          
Stores                    3.44793         phone          
branches                  3.44793         phone          
viciously                 3.44793         phone          
Quaker                    3.44793         product        
Oats                      3.44793         product        
agreed                    3.44793         product        
Depression                3.44793         phone          
however                   3.44793         product        
predicting                3.44793         product        
resurgence                3.44793         product        
generic                   3.44793         product        
plain-labeled             3.44793         product        
aisles                    3.44793         product        
supermarkets              3.44793         product        
inflation-ridden          3.44793         product        
Secretary                 3.44793         phone          
Caspar                    3.44793         phone          
Weinberger                3.44793         phone          
objected                  3.44793         phone          
Egyptian                  3.44793         phone          
airliner                  3.44793         phone          
carrying                  3.44793         phone          
Achille                   3.44793         phone          
Lauro                     3.44793         phone          
terrorists                3.44793         phone          
persuaded                 3.44793         phone          
Security                  3.44793         phone          
Council                   3.44793         phone          
superiors                 3.44793         phone          
Reserve                   3.44793         phone          
Bank                      3.44793         phone          
moment                    3.44793         phone          
Scala                     3.44793         phone          
territory                 3.44793         phone          
energy                    3.44793         phone          
slump                     3.44793         phone          
drought                   3.44793         phone          
amended                   3.44793         phone          
misguided                 3.44793         phone          
bombarded                 3.44793         phone          
advertisements            3.44793         phone          
Now                       3.44793         phone          
caller                    3.44793         phone          
stays                     3.44793         phone          
leaves                    3.44793         phone          
debacle                   3.44793         phone          
holders                   3.44793         phone          
complained                3.44793         phone          
crash                     3.44793         phone          
couldn                    3.44793         phone          
bolstered                 3.44793         phone          
streamlined               3.44793         phone          
invite                    3.44793         phone          
names                     3.44793         phone          
"electronic               3.44793         phone          
petitions"                3.44793         phone          
sent                      3.44793         phone          
politicians               3.44793         phone          
ordinarily                3.44793         phone          
prescription              3.44793         phone          
instant                   3.44793         phone          
"Sun                      3.44793         product        
workstations              3.44793         product        
typically                 3.44793         product        
configuration             3.44793         product        
stand-alone               3.44793         product        
Apollo                    3.44793         product        
December                  3.41451         product        
shortly                   3.41451         product        
models                    3.41451         product        
counsel                   3.41451         product        
estimated                 3.41451         product        
leather                   3.41451         product        
accessories               3.41451         product        
world-wide                3.41451         product        
rail-intermodal           3.41451         product        
consists                  3.41451         product        
piggyback                 3.41451         product        
trailers                  3.41451         product        
domestic                  3.41451         product        
containers                3.41451         product        
chassis                   3.41451         product        
represents                3.41451         product        
Telex                     3.41451         phone          
shove                     3.41451         product        
lease                     3.41451         product        
discounts                 3.41451         product        
recover                   3.41451         product        
"Precious                 3.41451         product        
Moments                   3.41451         product        
Bible                     3.41451         product        
illustrated               3.41451         product        
characters                3.41451         product        
levels                    3.41451         product        
relatively                3.41451         product        
sections                  3.41451         product        
consultants               3.41451         product        
expect                    3.41451         product        
tight                     3.41451         product        
inventories               3.41451         product        
promotional               3.41451         product        
ahead                     3.41451         product        
Higher-priced             3.41451         product        
goods                     3.41451         product        
ranging                   3.41451         product        
toys                      3.41451         product        
over-the-counter          3.41451         product        
Applied                   3.41451         product        
Biosystems                3.41451         product        
pioneered                 3.41451         product        
so-called                 3.41451         product        
"picks                    3.41451         product        
axes                      3.41451         product        
biotechnology             3.41451         product        
rush                      3.41451         product        
produces                  3.41451         product        
top-selling               3.41451         product        
minivan                   3.41451         product        
Jeep                      3.41451         product        
remain                    3.41451         product        
leverage                  3.41451         product        
strike                    3.41451         product        
Auto                      3.41451         product        
Workers                   3.41451         product        
water                     3.41451         product        
fiscal                    3.41451         product        
recalled                  3.41451         product        
forms                     3.41451         product        
darvon                    3.41451         product        
methadone                 3.41451         product        
anti-infectives           3.41451         product        
anti-inflammatory         3.41451         product        
Lilly                     3.41451         product        
discuss                   3.41451         product        
Ironically                3.41451         product        
Cabbage                   3.41451         product        
Patch                     3.41451         product        
Kids                      3.41451         product        
draw                      3.41451         product        
bidders                   3.41451         product        
decline                   3.41451         product        
contributed               3.41451         product        
toy                       3.41451         product        
remains                   3.41451         product        
months                    3.41451         product        
scheduled                 3.41451         product        
press                     3.41451         product        
briefing                  3.41451         product        
seven                     3.41451         product        
Was                       3.41451         phone          
bad                       3.41451         phone          
darling                   3.41451         phone          
Without                   3.41451         phone          
flexible                  3.32299         phone          
pricing                   3.32299         phone          
telephone                 3.32299         phone          
tool:                     3.32299         phone          
something                 3.32299         phone          
attention                 3.32299         phone          
blend                     3.32299         phone          
